ID,IATA,ICAO,name
1994,MAU,NTTP,Maupiti Airport
1995,RFP,NTTR,Raiatea Airport
1997,VLI,NVVV,Bauerfield International Airport
1998,KNQ,NWWD,Koné Airport
1999,KOC,NWWK,Koumac Airport
2000,LIF,NWWL,Lifou Airport
2001,GEA,NWWM,Nouméa Magenta Airport
2002,MEE,NWWR,Maré Airport
2003,TOU,NWWU,Touho Airport
2004,UVE,NWWV,Ouvéa Airport
2005,NOU,NWWW,La Tontouta International Airport
2006,AKL,NZAA,Auckland International Airport
2007,TUO,NZAP,Taupo Airport
2008,AMZ,NZAR,Ardmore Airport
2009,CHC,NZCH,Christchurch International Airport
2010,CHT,NZCI,Chatham Islands-Tuuta Airport
2011,DUD,NZDN,Dunedin Airport
2012,GIS,NZGS,Gisborne Airport
2013,GTN,NZGT,Glentanner Airport
2014,HKK,NZHK,Hokitika Airfield
2015,HLZ,NZHN,Hamilton International Airport
2016,,NZHS,Hastings Aerodrome
2017,KKE,NZKK,Kerikeri Airport
2018,KAT,NZKT,Kaitaia Airport
2019,ALR,NZLX,Alexandra Airport
2020,MON,NZMC,Mount Cook Airport
2021,TEU,NZMO,Manapouri Airport
2022,MRO,NZMS,Hood Airport
2023,NPL,NZNP,New Plymouth Airport
2024,NSN,NZNS,Nelson Airport
2025,IVC,NZNV,Invercargill Airport
2026,OHA,NZOH,RNZAF Base Ohakea
2027,OAM,NZOU,Oamaru Airport
2028,PMR,NZPM,Palmerston North Airport
2029,PPQ,NZPP,Paraparaumu Airport
2030,ZQN,NZQN,Queenstown International Airport
2031,ROT,NZRO,Rotorua Regional Airport
2032,,NZRU,Waiouru Airport
2033,,NZSP,South Pole Station Airport
2034,TRG,NZTG,Tauranga Airport
2035,TIU,NZTU,Timaru Airport
2036,TWZ,NZUK,Pukaki Airport
2037,BHE,NZWB,Woodbourne Airport
2038,,NZWD,Williams Field
2039,WKA,NZWF,Wanaka Airport
2040,,NZWG,Wigram Airport
2041,WHK,NZWK,Whakatane Airport
2042,WLG,NZWN,Wellington International Airport
2043,WIR,NZWO,Wairoa Airport
2044,,NZWP,RNZAF Base Auckland-Whenuapai
2045,WRE,NZWR,Whangarei Airport
2046,WSZ,NZWS,Westport Airport
2047,WAG,NZWU,Wanganui Airport
2048,HEA,OAHR,Herat Airport
2049,JAA,OAJL,Jalalabad Airport
2050,KBL,OAKB,Hamid Karzai International Airport
2051,KDH,OAKN,Kandahar Airport
2052,MMZ,OAMN,Maimana Airport
2053,MZR,OAMS,Mazar I Sharif Airport
2054,OAH,OASD,Shindand Airport
2055,,OASG,Sheberghan Airport
2056,UND,OAUZ,Konduz Airport
2057,BAH,OBBI,Bahrain International Airport
2058,,OBBS,Sheik Isa Air Base
2059,AHB,OEAB,Abha Regional Airport
2060,HOF,OEAH,Al Ahsa Airport
2061,ABT,OEBA,Al Baha Airport
2062,BHH,OEBH,Bisha Airport
2063,,OEBQ,Abqaiq Airport
2064,DMM,OEDF,King Fahd International Airport
2065,DHA,OEDR,King Abdulaziz Air Base
2066,GIZ,OEGN,Jizan Regional Airport
2067,ELQ,OEGS,Gassim Airport
2068,URY,OEGT,Gurayat Domestic Airport
2069,HAS,OEHL,Ha'il Airport
2070,QJB,OEJB,Jubail Airport
2071,,OEJF,King Faisal Naval Base
2072,JED,OEJN,King Abdulaziz International Airport
2073,KMC,OEKK,King Khaled Military City Airport
2074,MED,OEMA,Prince Mohammad Bin Abdulaziz Airport
2075,EAM,OENG,Nejran Airport
2076,AQI,OEPA,Al Qaisumah/Hafr Al Batin Airport
2077,,OEPC,Pump Station 3 Airport
2078,,OEPF,Pump Station 6 Airport
2079,,OEPJ,Pump Station 10 Airport
2080,,OERB,Rabigh Airport
2081,RAH,OERF,Rafha Domestic Airport
2082,RUH,OERK,King Khaled International Airport
2083,,OERM,Ras Mishab Airport
2084,RAE,OERR,Arar Domestic Airport
2085,,OERT,Ras Tanura Airport
2086,SHW,OESH,Sharurah Airport
2088,SLF,OESL,Sulayel Airport
2089,TUU,OETB,Tabuk Airport
2090,TIF,OETF,Ta’if Regional Airport
2091,,OETH,Thumamah Airport
2092,,OETN,Ras Tanajib Airport
2093,TUI,OETR,Turaif Domestic Airport
2095,EJH,OEWJ,Al Wajh Domestic Airport
2096,YNB,OEYN,Prince Abdulmohsin Bin Abdulaziz Airport
2097,ABD,OIAA,Abadan Airport
2098,DEF,OIAD,Dezful Airport
2099,AKW,OIAG,Aghajari Airport
2100,GCH,OIAH,Gachsaran Airport
2101,,OIAI,Shahid Asyaee Airport
2102,OMI,OIAJ,Omidiyeh Airport
2103,MRX,OIAM,Mahshahr Airport
2104,AWZ,OIAW,Ahwaz Airport
2105,AEU,OIBA,Abu Musa Island Airport
2106,BUZ,OIBB,Bushehr Airport
2107,,OIBH,Bastak Airport
2108,,OIBI,Asaloyeh Airport
2109,KIH,OIBK,Kish International Airport
2110,BDH,OIBL,Bandar Lengeh Airport
2111,KHK,OIBQ,Khark Island Airport
2112,SXI,OIBS,Sirri Island Airport
2113,LVP,OIBV,Lavan Island Airport
2114,KSH,OICC,Shahid Ashrafi Esfahani Airport
2117,SDG,OICS,Sanandaj Airport
2118,IFH,OIFE,Hesa Airport
2119,,OIFH,Shahid Vatan Pour Air Base
2120,KKS,OIFK,Kashan Airport
2121,IFN,OIFM,Esfahan Shahid Beheshti International Airport
2122,,OIFP,Badr Air Base
2123,RAS,OIGG,Sardar-e-Jangal Airport
2125,AJK,OIHR,Arak Airport
2126,,OIIA,Ghazvin Azadi Airport
2127,,OIIC,Kushke Nosrat Airport
2128,,OIID,Doshan Tappeh Air Base
2130,,OIIG,Ghale Morghi Airport
2131,THR,OIII,Mehrabad International Airport
2132,GZW,OIIK,Qazvin Airport
2133,,OIIM,Naja Airport
2134,BND,OIKB,Bandar Abbas International Airport
2135,JYR,OIKJ,Jiroft Airport
2136,KER,OIKK,Kerman Airport
2138,HDR,OIKP,Havadarya Airport
2139,,OIKQ,Dayrestan Airport
2141,SYJ,OIKY,Sirjan Airport
2142,XBJ,OIMB,Birjand Airport
2143,CKT,OIMC,Sarakhs Airport
2144,RUD,OIMJ,Shahroud Airport
2147,TCX,OIMT,Tabas Airport
2148,KLM,OINE,Kalaleh Airport
2151,RZR,OINR,Ramsar Airport
2153,FAZ,OISF,Fasa Airport
2154,JAR,OISJ,Jahrom Airport
2156,LFM,OISR,Lamerd Airport
2157,SYZ,OISS,Shiraz Shahid Dastghaib International Airport
2158,KHY,OITK,Khoy Airport
2162,TBZ,OITT,Tabriz International Airport
2163,JWN,OITZ,Zanjan Airport
2164,AZD,OIYY,Shahid Sadooghi Airport
2165,ACZ,OIZB,Zabol Airport
2166,ZBR,OIZC,Konarak Airport
2167,ZAH,OIZH,Zahedan International Airport
2168,IHR,OIZI,Iran Shahr Airport
2169,,OIZS,Saravan Airport
2170,AMM,OJAI,Queen Alia International Airport
2171,ADJ,OJAM,Amman-Marka International Airport
2172,AQJ,OJAQ,Aqaba King Hussein International Airport
2173,,OJHF,Prince Hassan Air Base
2174,,OJJR,Jerusalem Airport
2175,OMF,OJMF,King Hussein Air College
2176,KWI,OKBK,Kuwait International Airport
2177,BEY,OLBA,Beirut Rafic Hariri International Airport
2178,KYE,OLKA,Rene Mouawad Air Base
2179,AUH,OMAA,Abu Dhabi International Airport
2180,AZI,OMAD,Bateen Airport
2181,,OMAH,Al Hamra Aux Airport
2182,,OMAJ,Jebel Dhana Airport
2184,DHF,OMAM,Al Dhafra Air Base
2185,,OMAR,Arzanah Airport
2186,,OMAS,Das Island Airport
2187,,OMAZ,Zirku Airport
2188,DXB,OMDB,Dubai International Airport
2189,FJR,OMFJ,Fujairah International Airport
2190,RKT,OMRK,Ras Al Khaimah International Airport
2191,SHJ,OMSJ,Sharjah International Airport
2192,KHS,OOKB,Khasab Air Base
2193,MSH,OOMA,Masirah Air Base
2194,MCT,OOMS,Muscat International Airport
2195,SLL,OOSA,Salalah Airport
2196,TTH,OOTH,Thumrait Air Base
2197,BHW,OPBG,Bhagatanwala Airport
2202,LYP,OPFA,Faisalabad International Airport
2203,GWD,OPGD,Gwadar International Airport
2204,GIL,OPGT,Gilgit Airport
2205,JAG,OPJA,Shahbaz Air Base
2206,KHI,OPKC,Jinnah International Airport
2207,LHE,OPLA,Alama Iqbal International Airport
2208,,OPLH,Walton Airport
2209,XJM,OPMA,Mangla Airport
2210,MFG,OPMF,Muzaffarabad Airport
2211,MWD,OPMI,Mianwali Air Base
2212,MJD,OPMJ,Moenjodaro Airport
2213,,OPMR,Masroor Air Base
2214,MUX,OPMT,Multan International Airport
2215,WNS,OPNH,Shaheed Benazirabad Airport
2216,,OPOK,Okara Cantonment Airstrip
2217,PJG,OPPG,Panjgur Airport
2218,PSI,OPPI,Pasni Airport
2219,PEW,OPPS,Peshawar International Airport
2220,,OPQS,Qasim Airport
2221,UET,OPQT,Quetta International Airport
2222,RYK,OPRK,Shaikh Zaid Airport
2223,,OPRN,Benazir Bhutto International Airport
2224,,OPRS,Risalpur Air Base
2225,RAZ,OPRT,Rawalakot Airport
2227,SKZ,OPSK,Sukkur Airport
2228,SDT,OPSS,Saidu Sharif Airport
2229,SUL,OPSU,Sui Airport
2230,BDN,OPTH,Talhar Airport
2232,WAF,OPWN,Wana Airport
2233,PZH,OPZB,Zhob Airport
2234,BSR,ORMM,Basrah International Airport
2235,ALP,OSAP,Aleppo International Airport
2236,DAM,OSDI,Damascus International Airport
2237,DEZ,OSDZ,Deir ez-Zor Air Base
2239,LTK,OSLK,Bassel Al-Assad International Airport
2240,PMS,OSPR,Palmyra Airport
2241,DIA,OTBD,Doha International Airport
2242,CIS,PCIS,Canton Island Airport
2243,ROP,PGRO,Rota International Airport
2244,SPN,PGSN,Saipan International Airport
2245,UAM,PGUA,Andersen Air Force Base
2246,GUM,PGUM,Antonio B. Won Pat International Airport
2247,TIQ,PGWT,Tinian International Airport
2249,MAJ,PKMJ,Marshall Islands International Airport
2250,,PKRO,Dyess Army Air Field
2251,KWA,PKWA,Bucholz Army Air Field
2252,CXI,PLCH,Cassidy International Airport
2253,MDY,PMDY,Henderson Field
2254,TKK,PTKK,Chuuk International Airport
2255,PNI,PTPN,Pohnpei International Airport
2256,ROR,PTRO,Babelthuap Airport
2257,KSA,PTSA,Kosrae International Airport
2258,YAP,PTYA,Yap International Airport
2259,KNH,RCBS,Kinmen Airport
2260,,RCDC,Pingtung South Airport
2261,,RCDI,Longtan Air Base
2262,TTT,RCFN,Taitung Airport
2263,GNI,RCGI,Lyudao Airport
2264,KHH,RCKH,Kaohsiung International Airport
2265,CYI,RCKU,Chiayi Airport
2267,KYD,RCLY,Lanyu Airport
2268,RMQ,RCMQ,Taichung Ching Chuang Kang Airport
2270,TNN,RCNN,Tainan Airport
2271,HSZ,RCPO,Hsinchu Air Base
2272,MZG,RCQC,Makung Airport
2273,,RCQS,Chihhang Air Base
2274,PIF,RCSQ,Pingtung North Airport
2275,TSA,RCSS,Taipei Songshan Airport
2276,TPE,RCTP,Taiwan Taoyuan International Airport
2277,WOT,RCWA,Wang-an Airport
2278,HUN,RCYU,Hualien Airport
2279,NRT,RJAA,Narita International Airport
2280,MMJ,RJAF,Matsumoto Airport
2281,IBR,RJAH,Hyakuri Airport
2282,MUS,RJAM,Minami Torishima Airport
2283,IWO,RJAW,Iwo Jima Airport
2284,SHM,RJBD,Nanki Shirahama Airport
2285,,RJBK,Kohnan Airport
2286,OBO,RJCB,Tokachi-Obihiro Airport
2287,CTS,RJCC,New Chitose Airport
2288,HKD,RJCH,Hakodate Airport
2289,,RJCJ,Chitose Air Base
2290,MMB,RJCM,Memanbetsu Airport
2291,SHB,RJCN,Nakashibetsu Airport
2293,,RJCT,Tokachi Airport
2294,WKJ,RJCW,Wakkanai Airport
2295,IKI,RJDB,Iki Airport
2296,UBJ,RJDC,Yamaguchi Ube Airport
2297,TSJ,RJDT,Tsushima Airport
2298,MBE,RJEB,Monbetsu Airport
2299,AKJ,RJEC,Asahikawa Airport
2300,OIR,RJEO,Okushiri Airport
2301,RIS,RJER,Rishiri Airport
2302,,RJFA,Ashiya Airport
2303,KUM,RJFC,Yakushima Airport
2304,FUJ,RJFE,Fukue Airport
2305,FUK,RJFF,Fukuoka Airport
2306,TNE,RJFG,New Tanegashima Airport
2307,KOJ,RJFK,Kagoshima Airport
2308,KMI,RJFM,Miyazaki Airport
2309,,RJFN,Nyutabaru Airport
2310,OIT,RJFO,Oita Airport
2311,KKJ,RJFR,Kitakyūshū Airport
2312,KMJ,RJFT,Kumamoto Airport
2313,NGS,RJFU,Nagasaki Airport
2314,,RJFY,Kanoya Airport
2315,,RJFZ,Tsuiki Air Field
2316,ASJ,RJKA,Amami Airport
2317,OKE,RJKB,Okierabu Airport
2318,TKN,RJKN,Tokunoshima Airport
2319,FKJ,RJNF,Fukui Airport
2320,QGU,RJNG,Gifu Airport
2321,,RJNH,Hamamatsu Airport
2322,KMQ,RJNK,Komatsu Airport
2323,OKI,RJNO,Oki Airport
2324,TOY,RJNT,Toyama Airport
2325,,RJNY,Shizuhama Airport
2326,HIJ,RJOA,Hiroshima Airport
2327,OKJ,RJOB,Okayama Airport
2328,IZO,RJOC,Izumo Airport
2329,,RJOF,Hofu Airport
2330,YGJ,RJOH,Miho Yonago Airport
2332,KCZ,RJOK,Kōchi Ryōma Airport
2333,MYJ,RJOM,Matsuyama Airport
2334,ITM,RJOO,Osaka International Airport
2335,TTJ,RJOR,Tottori Airport
2336,TKS,RJOS,Tokushima Airport/JMSDF Air Base
2337,TAK,RJOT,Takamatsu Airport
2338,,RJOY,Yao Airport
2339,,RJOZ,Ozuki Airport
2340,AOJ,RJSA,Aomori Airport
2341,GAJ,RJSC,Yamagata Airport
2342,SDS,RJSD,Sado Airport
2343,HHE,RJSH,Hachinohe Airport
2344,HNA,RJSI,Hanamaki Airport
2345,AXT,RJSK,Akita Airport
2346,MSJ,RJSM,Misawa Air Base
2347,SDJ,RJSS,Sendai Airport
2348,,RJST,Matsushima Air Base
2350,NJA,RJTA,Atsugi Naval Air Facility
2351,,RJTE,Tateyama Airport
2352,HAC,RJTH,Hachijojima Airport
2353,,RJTJ,Iruma Air Base
2354,,RJTK,Kisarazu Airport
2355,,RJTL,Shimofusa Airport
2356,OIM,RJTO,Oshima Airport
2358,,RJTR,Kastner Army Heliport
2359,HND,RJTT,Tokyo Haneda International Airport
2360,OKO,RJTY,Yokota Air Base
2361,KWJ,RKJJ,Gwangju Airport
2364,CHN,RKJU,Jeon Ju Airport (G-703)
2365,RSU,RKJY,Yeosu Airport
2366,,RKND,Sokcho Airport
2367,KAG,RKNN,Gangneung Airport (K-18)
2370,CJU,RKPC,Jeju International Airport
2371,CHF,RKPE,Jinhae Airbase/Airport (G-813/K-10)
2372,PUS,RKPK,Gimhae International Airport
2374,USN,RKPU,Ulsan Airport
2375,,RKSG,A 511 Airport
2376,SSN,RKSM,Seoul Air Base (K-16)
2377,OSN,RKSO,Osan Air Base
2378,GMP,RKSS,Gimpo International Airport
2379,SWU,RKSW,Suwon Airport
2380,KPO,RKTH,Pohang Airport (G-815/K-3)
2381,TAE,RKTN,Daegu Airport
2383,YEC,RKTY,Yecheon Airbase
2384,OKA,ROAH,Naha Airport
2385,,RODE,Ie Shima Auxiliary Air Base
2386,DNA,RODN,Kadena Air Base
2387,ISG,ROIG,New Ishigaki Airport
2388,UEO,ROKJ,Kumejima Airport
2389,MMD,ROMD,Minami-Daito Airport
2390,MMY,ROMY,Miyako Airport
2391,KTD,RORK,Kitadaito Airport
2392,SHI,RORS,Shimojishima Airport
2393,TRA,RORT,Tarama Airport
2394,RNJ,RORY,Yoron Airport
2395,,ROTM,Futenma Marine Corps Air Station
2396,OGN,ROYN,Yonaguni Airport
2397,MNL,RPLL,Ninoy Aquino International Airport
2399,CBO,RPMC,Awang Airport
2400,,RPML,Cagayan De Oro Airport
2401,PAG,RPMP,Pagadian Airport
2402,GES,RPMR,General Santos International Airport
2404,ZAM,RPMZ,Zamboanga International Airport
2405,BAG,RPUB,Loakan Airport
2406,DTE,RPUD,Daet Airport
2407,,RPUF,Basa Air Base
2408,,RPUG,Lingayen Airport
2409,SJI,RPUH,San Jose Airport
2410,,RPUL,Fernando Air Base
2411,MBO,RPUM,Mamburao Airport
2414,,RPUQ,Vigan Airport
2415,BQA,RPUR,Dr.Juan C. Angara Airport
2421,,RPUZ,Bagabag Airport
2422,TAC,RPVA,Daniel Z. Romualdez Airport
2423,BCD,RPVB,Bacolod-Silay Airport
2425,DGT,RPVD,Sibulan Airport
2426,MPH,RPVE,Godofredo P. Ramos Airport
2428,,RPVG,Guiuan Airport
2429,ILO,RPVI,Iloilo International Airport
2430,KLO,RPVK,Kalibo International Airport
2433,PPS,RPVP,Puerto Princesa Airport
2435,EUQ,RPVS,Evelio Javier Airport
2436,COC,SAAC,Comodoro Pierrestegui Airport
2437,GHU,SAAG,Gualeguaychu Airport
2438,JNI,SAAJ,Junin Airport
2439,PRA,SAAP,General Urquiza Airport
2440,ROS,SAAR,Islas Malvinas Airport
2441,SFN,SAAV,Sauce Viejo Airport
2442,AEP,SABE,Jorge Newbery Airpark
2443,COR,SACO,Ingeniero Ambrosio Taravella Airport
2444,,SACT,Chamical Airport
2445,FDO,SADF,San Fernando Airport
2446,,SADJ,Mariano Moreno Airport
2447,LPG,SADL,La Plata Airport
2448,,SADM,Moron Airport
2449,EPA,SADP,El Palomar Airport
2450,HOS,SAHC,Chos Malal Airport
2451,GNR,SAHR,Dr. Arturo H. Illia Airport
2452,MDZ,SAME,El Plumerillo Airport
2453,LGS,SAMM,Comodoro D.R. Salomón Airport
2454,AFA,SAMR,Suboficial Ay Santiago Germano Airport
2455,CTC,SANC,Catamarca Airport
2456,SDE,SANE,Vicecomodoro Angel D. La Paz Aragonés Airport
2457,,SANI,Tinogasta Airport
2458,IRJ,SANL,Capitan V A Almonacid Airport
2459,,SANO,Chilecito Airport
2460,TUC,SANT,Teniente Benjamin Matienzo Airport
2461,UAQ,SANU,Domingo Faustino Sarmiento Airport
2462,RCU,SAOC,Area De Material Airport
2463,VDR,SAOD,Villa Dolores Airport
2464,,SAOL,La Quiaca Airport
2465,,SAOM,Marcos Juarez Airport
2466,VME,SAOR,Villa Reynolds Airport
2467,LUQ,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport
2468,CNQ,SARC,Corrientes Airport
2469,RES,SARE,Resistencia International Airport
2470,FMA,SARF,Formosa Airport
2471,IGR,SARI,Cataratas Del Iguazú International Airport
2472,AOL,SARL,Paso De Los Libres Airport
2473,MCS,SARM,Monte Caseros Airport
2474,PSS,SARP,Libertador Gral D Jose De San Martin Airport
2475,PRQ,SARS,Termal Airport
2476,SLA,SASA,Martin Miguel De Guemes International Airport
2477,JUJ,SASJ,Gobernador Horacio Guzman International Airport
2478,ORA,SASO,Orán Airport
2479,,SASQ,Laboulaye Airport
2481,ELO,SATD,El Dorado Airport
2482,OYA,SATG,Goya Airport
2483,,SATO,Oberá Airport
2484,RCQ,SATR,Reconquista Airport
2485,UZU,SATU,Curuzu Cuatia Airport
2486,EHL,SAVB,El Bolson Airport
2487,CRD,SAVC,General E. Mosconi Airport
2488,EQS,SAVE,Brigadier Antonio Parodi Airport
2490,REL,SAVT,Almirante Marco Andres Zar Airport
2491,VDM,SAVV,Gobernador Castello Airport
2492,PMY,SAVY,El Tehuelche Airport
2493,,SAWB,Marambio Base
2494,PUD,SAWD,Puerto Deseado Airport
2495,RGA,SAWE,Hermes Quijada International Airport
2496,RGL,SAWG,Piloto Civil N. Fernández Airport
2497,USH,SAWH,Malvinas Argentinas Airport
2498,ULA,SAWJ,Capitan D Daniel Vazquez Airport
2499,PMQ,SAWP,Perito Moreno Airport
2500,RZA,SAWU,Santa Cruz Airport
2501,BHI,SAZB,Comandante Espora Airport
2502,CSZ,SAZC,Brigadier D.H.E. Ruiz Airport
2503,OVR,SAZF,Olavarria Airport
2504,GPO,SAZG,General Pico Airport
2505,OYO,SAZH,Tres Arroyos Airport
2506,,SAZI,Bolivar Airport
2508,MDQ,SAZM,Ástor Piazzola International Airport
2509,NQN,SAZN,Presidente Peron Airport
2511,PEH,SAZP,Comodoro Pedro Zanni Airport
2512,RSA,SAZR,Santa Rosa Airport
2513,BRC,SAZS,San Carlos De Bariloche Airport
2514,TDL,SAZT,Héroes De Malvinas Airport
2515,VLG,SAZV,Villa Gesell Airport
2516,CUT,SAZW,Cutral-Co Airport
2517,CPC,SAZY,Aviador C. Campos Airport
2518,CDJ,SBAA,Conceição do Araguaia Airport
2519,,SBAF,Campo Délio Jardim de Mattos Airport
2520,,SBAM,Amapá Airport
2521,AQA,SBAQ,Araraquara Airport
2522,AJU,SBAR,Santa Maria Airport
2524,AFL,SBAT,Piloto Osvaldo Marques Dias Airport
2525,ARU,SBAU,Araçatuba Airport
2526,BEL,SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport
2527,BGX,SBBG,Comandante Gustavo Kraemer Airport
2528,PLU,SBBH,Pampulha - Carlos Drummond de Andrade Airport
2529,BFH,SBBI,Bacacheri Airport
2530,,SBBQ,Major Brigadeiro Doorgal Borges Airport
2531,BSB,SBBR,Presidente Juscelino Kubistschek International Airport
2532,BAU,SBBU,Bauru Airport
2533,BVB,SBBV,Atlas Brasil Cantanhede Airport
2534,BPG,SBBW,Barra do Garças Airport
2535,CAC,SBCA,Cascavel Airport
2536,,SBCC,Cachimbo Airport
2537,CNF,SBCF,Tancredo Neves International Airport
2538,CGR,SBCG,Campo Grande Airport
2539,XAP,SBCH,Serafin Enoss Bertaso Airport
2540,CLN,SBCI,Brig. Lysias Augusto Rodrigues Airport
2541,CCM,SBCM,Diomício Freitas Airport
2542,,SBCO,Canoas Air Force Base
2543,CAW,SBCP,Bartolomeu Lisandro Airport
2544,CMG,SBCR,Corumbá International Airport
2545,CWB,SBCT,Afonso Pena Airport
2546,CRQ,SBCV,Caravelas Airport
2547,CXJ,SBCX,Hugo Cantergiani Regional Airport
2548,CGB,SBCY,Marechal Rondon Airport
2549,CZS,SBCZ,Cruzeiro do Sul Airport
2550,PPB,SBDN,Presidente Prudente Airport
2551,MAO,SBEG,Eduardo Gomes International Airport
2552,JCR,SBEK,Jacareacanga Airport
2553,,SBES,São Pedro da Aldeia Airport
2554,IGU,SBFI,Cataratas International Airport
2555,FLN,SBFL,Hercílio Luz International Airport
2556,FEN,SBFN,Fernando de Noronha Airport
2558,,SBFU,Furnas Airport
2559,FOR,SBFZ,Pinto Martins International Airport
2560,GIG,SBGL,Rio Galeão – Tom Jobim International Airport
2561,GJM,SBGM,Guajará-Mirim Airport
2562,GYN,SBGO,Santa Genoveva Airport
2563,,SBGP,EMBRAER - Unidade Gavião Peixoto Airport
2564,GRU,SBGR,Guarulhos - Governador André Franco Montoro International Airport
2565,GUJ,SBGW,Guaratinguetá Airport
2566,ATM,SBHT,Altamira Airport
2567,ITA,SBIC,Itacoatiara Airport
2568,ITB,SBIH,Itaituba Airport
2569,IOS,SBIL,Bahia - Jorge Amado Airport
2570,IPN,SBIP,Usiminas Airport
2571,ITR,SBIT,Francisco Vilela do Amaral Airport
2572,IMP,SBIZ,Prefeito Renato Moreira Airport
2573,,SBJC,Belém/Brigadeiro Protásio de Oliveira Airport
2574,JDF,SBJF,Francisco de Assis Airport
2575,JPA,SBJP,Presidente Castro Pinto International Airport
2576,JOI,SBJV,Lauro Carneiro de Loyola Airport
2577,CPV,SBKG,Presidente João Suassuna Airport
2578,VCP,SBKP,Viracopos International Airport
2579,LAJ,SBLJ,Lages Airport
2580,LIP,SBLN,Lins Airport
2581,LDB,SBLO,Governador José Richa Airport
2582,LAZ,SBLP,Bom Jesus da Lapa Airport
2583,,SBLS,Lagoa Santa Airport
2584,MAB,SBMA,João Correa da Rocha Airport
2585,MEU,SBMD,Monte Dourado Airport
2586,MGF,SBMG,Regional de Maringá - Sílvio Nane Junior Airport
2587,MOC,SBMK,Mário Ribeiro Airport
2589,PLL,SBMN,Ponta Pelada Airport
2590,MCZ,SBMO,Zumbi dos Palmares Airport
2591,MCP,SBMQ,Alberto Alcolumbre Airport
2592,MVF,SBMS,Dix-Sept Rosado Airport
2593,,SBMT,Campo de Marte Airport
2594,MNX,SBMY,Manicoré Airport
2595,NVT,SBNF,Ministro Victor Konder International Airport
2596,GEL,SBNM,Santo Ângelo Airport
2597,NAT,SBSG,Governador Aluízio Alves International Airport
2598,OYK,SBOI,Oiapoque Airport
2599,POA,SBPA,Salgado Filho Airport
2600,PHB,SBPB,Prefeito Doutor João Silva Filho Airport
2601,POO,SBPC,Poços de Caldas - Embaixador Walther Moreira Salles Airport
2602,PFB,SBPF,Lauro Kurtz Airport
2603,PET,SBPK,João Simões Lopes Neto International Airport
2604,PNZ,SBPL,Senador Nilo Coelho Airport
2605,PNB,SBPN,Porto Nacional Airport
2606,PMG,SBPP,Ponta Porã Airport
2607,PVH,SBPV,Governador Jorge Teixeira de Oliveira Airport
2609,RBR,SBRB,Plácido de Castro Airport
2610,REC,SBRF,Guararapes - Gilberto Freyre International Airport
2612,SDU,SBRJ,Santos Dumont Airport
2613,RAO,SBRP,Leite Lopes Airport
2614,SNZ,SBSC,Santa Cruz Air Force Base
2615,SJK,SBSJ,Professor Urbano Ernesto Stumpf Airport
2616,SLZ,SBSL,Marechal Cunha Machado International Airport
2618,CGH,SBSP,Congonhas Airport
2619,SJP,SBSR,Prof. Eribelto Manoel Reino State Airport
2620,SSZ,SBST,Base Aérea de Santos Airport
